first_name,last_name,Club,Position,Height,Nationality,Flag,Date of Birth,image_url,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Khayon,Edwards,,Forward,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,12/09/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
John,Egan,Sheffield United,Defender,185cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,20/10/1992  (31),https://resources.premierleague.com/premierleague/photos/players/250x250/p108416.png,6,0,17,6,67%,0,1,13,39,10,0,21,21,21,0,14,9,0,0,0,183,30.50,0,0,0%,0,5,2,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,
CJ,Egan-Riley,,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/01/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Hjalmar,Ekdal,Burnley,Defender,188cm,Sweden,https://resources.premierleague.com/premierleague/flags/SE.png,21/10/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p478969.png,6,0,7,2,50%,0,0,4,17,8,0,14,7,13,0,3,8,0,0,0,157,26.17,0,0,0%,0,3,2,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
Anthony,Elanga,Nottingham Forest,Forward,178cm,Sweden,https://resources.premierleague.com/premierleague/flags/SE.png,27/04/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p449434.png,25,,,28,,,10,7,10,5,,,,,,,,,,7,439,17.56,10,44,,,,1,0,6,16,5,1,3,1,1,0.20,0,0,43,19,44%,6,,,,,,,,
Harvey,Elliott,Liverpool,Midfielder,170cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,04/04/2003  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/p444884.png,22,,,14,79%,,11,4,4,0,,41,30,34,6,5,9,,0,2,431,19.59,3,30,23%,2,13,1,0,4,0,2,0,0,2,2,0.09,0,0,26,9,35%,0,,,,,,,,
Noam,Emeran,,Forward,179cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,24/09/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
,Emerson,West Ham United,Defender,176cm,Italy,https://resources.premierleague.com/premierleague/flags/IT.png,03/08/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p109533.png,25,5,41,75,69%,0,4,31,63,32,2,104,131,84,17,16,17,0,0,2,999,39.96,2,35,23%,2,27,7,0,20,1,1,0,0,1,1,,,,,,,,,,,,,,,
Emerson,Royal,Tottenham Hotspur,Defender,181cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,14/01/1999  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p241157.png,17,0,22,28,71%,0,1,17,39,19,0,63,82,58,8,14,15,0,0,0,748,44.00,1,6,17%,1,18,3,0,11,0,1,0,1,0,0,,,,,,,,,,,,,,,
Julio,Enciso,Brighton &amp; Hove Albion,Forward,168cm,Paraguay,https://resources.premierleague.com/premierleague/flags/PY.png,23/01/2004  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/p474120.png,3,,,0,,,2,0,0,0,,,,,,,,,,2,33,11.00,2,1,,,,1,0,1,1,0,0,0,0,0,0.00,0,0,6,2,33%,1,,,,,,,,
Wataru,Endo,Liverpool,Midfielder,178cm,Japan,https://resources.premierleague.com/premierleague/flags/JP.png,09/02/1993  (31),https://resources.premierleague.com/premierleague/photos/players/250x250/p158983.png,18,,,24,63%,,4,10,17,14,,61,67,89,2,20,20,,0,0,704,39.11,2,4,50%,3,17,7,0,29,0,1,0,1,0,0,0.06,0,0,8,2,25%,0,,,,,,,,
Christian,Eriksen,Manchester United,Midfielder,182cm,Denmark,https://resources.premierleague.com/premierleague/flags/DK.png,14/02/1992  (32),https://resources.premierleague.com/premierleague/photos/players/250x250/p80607.png,16,,,14,86%,,4,3,9,6,,70,20,44,3,2,6,,0,1,571,35.69,2,36,22%,3,27,1,0,7,1,1,0,1,0,0,0.06,0,0,9,4,44%,0,,,,,,,,
Maxime,Esteve,Burnley,Defender,193cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,26/05/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p477717.png,4,0,9,4,50%,0,0,3,19,8,0,16,15,11,0,6,3,0,0,0,141,35.25,0,0,0%,0,5,1,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
Pervis,Estupiñán,Brighton &amp; Hove Albion,Defender,175cm,Ecuador,https://resources.premierleague.com/premierleague/flags/EC.png,21/01/1998  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p204214.png,14,1,18,17,47%,0,2,16,13,8,0,75,43,52,8,9,11,1,0,3,614,43.86,4,43,28%,1,11,3,0,16,5,2,0,0,2,0,,,,,,,,,,,,,,,
Jonny,Evans,Manchester United,Defender,188cm,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,03/01/1988  (36),https://resources.premierleague.com/premierleague/photos/players/250x250/p37642.png,16,2,16,9,56%,0,0,13,55,23,1,54,48,32,2,27,10,0,0,1,562,35.13,1,0,0%,1,15,2,0,13,0,0,0,0,0,0,,,,,,,,,,,,,,,
Eberechi,Eze,Crystal Palace,Midfielder,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,29/06/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p232413.png,16,,,23,39%,,19,5,3,2,,71,102,98,43,7,14,,0,1,428,26.75,2,70,27%,4,13,2,0,17,2,5,0,3,2,0,0.31,1,0,48,19,40%,2,,,,,,,,
Lukasz,Fabianski,West Ham United,Goalkeeper,190cm,Poland,https://resources.premierleague.com/premierleague/flags/PL.png,18/04/1985  (38),https://resources.premierleague.com/premierleague/photos/players/250x250/p37096.png,5,1,9,,,,,,,,,,,,,,,0,0,0,87,17.40,,,,,21,0,0,0,,0,,,,,,,,,,,,11,0,4,5,0,0,19,25
,Fabinho,,Midfielder,188cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,23/10/1993,https://resources.premierleague.com/premierleague/photos/players/250x250/p116643.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Fábio,Carvalho,,Midfielder,170cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,30/08/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p244858.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Fábio,Silva,,Forward,185cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,19/07/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p449988.png,8,,,7,,,1,2,0,0,,,,,,,,,,0,75,9.38,0,0,,,,2,0,8,5,0,0,0,0,0,0.00,0,0,7,3,43%,2,,,,,,,,
Fábio,Vieira,Arsenal,Midfielder,170cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,30/05/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p438098.png,8,,,3,67%,,1,2,1,0,,13,15,14,2,0,0,,0,2,101,12.63,2,13,23%,3,3,0,1,6,1,1,0,0,1,0,0.13,1,0,6,2,33%,0,,,,,,,,
Malachi,Fagan-Walcott,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,11/03/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p244853.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Romain,Faivre,Bournemouth,Midfielder,180cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,14/07/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p441240.png,3,,,1,100%,,1,0,0,0,,1,4,7,1,0,0,,0,0,12,4.00,0,2,0%,0,0,1,0,1,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Ansu,Fati,Brighton &amp; Hove Albion,Forward,178cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,31/10/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p465607.png,13,,,3,,,8,2,2,1,,,,,,,,,,0,141,10.85,1,1,,,,1,0,4,1,2,0,1,1,0,0.15,0,0,18,8,44%,4,,,,,,,,
Josh,Feeney,,Defender,193cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/05/2005,https://resources.premierleague.com/premierleague/photos/players/250x250/p536110.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
,Felipe,Nottingham Forest,Defender,190cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,16/05/1989  (34),https://resources.premierleague.com/premierleague/photos/players/250x250/p116404.png,5,1,8,9,67%,0,1,1,5,2,0,19,17,16,1,6,4,0,0,0,149,29.80,0,0,0%,0,10,2,0,8,0,0,0,0,0,1,,,,,,,,,,,,,,,
Evan,Ferguson,Brighton &amp; Hove Albion,Forward,183cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,19/10/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/p487117.png,24,,,13,,,3,2,6,4,,,,,,,,,,0,260,10.83,1,0,,,,1,0,21,4,6,0,4,2,2,0.25,0,0,30,19,63%,2,,,,,,,,
Enzo,Fernández,Chelsea,Midfielder,178cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,17/01/2001  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p448047.png,22,,,41,44%,,8,15,21,6,,90,107,101,19,16,13,,0,0,"1,340",60.91,4,40,20%,15,97,6,0,27,2,3,1,2,0,2,0.14,1,0,37,14,38%,6,,,,,,,,
Will,Fish,,Defender,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,17/02/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
John,Fleck,,Midfielder,170cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,24/08/1991,https://resources.premierleague.com/premierleague/photos/players/250x250/p47247.png,4,,,1,0%,,0,0,1,1,,5,5,10,0,2,7,,0,0,40,10.00,1,0,0%,1,1,1,0,2,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mark,Flekken,Brentford,Goalkeeper,195cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,13/06/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p118342.png,25,4,46,,,,,,,,,,,,,,,0,0,1,986,39.44,,,,,193,3,0,2,,0,,,,,,,,,,,,81,0,17,21,1,9,91,193
Phil,Foden,Manchester City,Midfielder,171cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/05/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p209244.png,26,,,22,59%,,30,12,12,5,,100,104,97,36,6,13,,0,7,"1,218",46.85,8,53,26%,12,29,1,0,10,3,9,1,0,8,1,0.35,0,0,74,30,41%,4,,,,,,,,
Wes,Foderingham,Sheffield United,Goalkeeper,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,14/01/1991  (33),https://resources.premierleague.com/premierleague/photos/players/250x250/p82143.png,25,1,63,,,,,,,,,,,,,,,1,5,0,781,31.24,,,,,187,2,0,1,,0,,,,,,,,,,,,108,0,8,16,4,22,83,214
David,Datro Fofana,Burnley,Forward,181cm,Cote D’Ivoire,https://resources.premierleague.com/premierleague/flags/CI.png,22/12/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p520295.png,5,,,2,,,1,0,0,0,,,,,,,,,,1,43,8.60,2,0,,,,1,0,6,6,2,1,1,0,0,0.40,0,0,6,3,50%,2,,,,,,,,
Michael,Forbes,,Defender,,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,29/04/2004,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tyrese,Fornah,,Midfielder,,Sierra Leone,https://resources.premierleague.com/premierleague/flags/SL.png,11/09/1999,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Pablo,Fornals,,Midfielder,178cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,22/02/1996,https://resources.premierleague.com/premierleague/photos/players/250x250/p217593.png,15,,,10,60%,,0,6,5,0,,26,24,33,6,3,7,,0,0,200,13.33,1,8,13%,0,11,0,0,3,1,0,0,0,0,0,0.00,0,0,7,3,43%,0,,,,,,,,
Omari,Forson,Manchester United,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,20/07/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,2,,,0,0%,,1,0,0,0,,2,0,3,0,0,2,,0,1,23,11.50,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Fraser,Forster,Tottenham Hotspur,Goalkeeper,201cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,17/03/1988  (35),https://resources.premierleague.com/premierleague/photos/players/250x250/p40383.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Lyle,Foster,Burnley,Forward,185cm,South Africa,https://resources.premierleague.com/premierleague/flags/ZA.png,03/09/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p435973.png,14,,,15,,,3,2,18,13,,,,,,,,,,3,248,17.71,1,3,,,,0,1,17,12,4,0,2,2,0,0.29,0,0,20,9,45%,2,,,,,,,,
Tariqe,Fosu-Henry,,Midfielder,180cm,Ghana,https://resources.premierleague.com/premierleague/flags/GH.png,05/11/1995,https://resources.premierleague.com/premierleague/photos/players/250x250/p154138.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Denis,Franchi,,Goalkeeper,189cm,Italy,https://resources.premierleague.com/premierleague/flags/IT.png,22/10/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p493347.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Aidan,Francis-Clarke,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,13/09/2005,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tyrese,Francois,,Midfielder,173cm,Australia,https://resources.premierleague.com/premierleague/flags/AU.png,16/07/2000,https://resources.premierleague.com/premierleague/photos/players/250x250/p432931.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ryan,Fraser,,Midfielder,163cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,24/02/1994,https://resources.premierleague.com/premierleague/photos/players/250x250/p90105.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Melkamu,Frauendorf,,Midfielder,,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,12/01/2004,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
,Fred,,Midfielder,169cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,05/03/1993,https://resources.premierleague.com/premierleague/photos/players/250x250/p101582.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ryan,Fredericks,Bournemouth,Defender,181cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/10/1992  (31),https://resources.premierleague.com/premierleague/photos/players/250x250/p81012.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Benjamin,Fredrick,Brentford,Defender,,Nigeria,https://resources.premierleague.com/premierleague/flags/NG.png,28/05/2005  (18),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Luke,Freeman,,Midfielder,181cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,22/03/1992,https://resources.premierleague.com/premierleague/photos/players/250x250/p49083.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Remo,Freuler,,Midfielder,181cm,Switzerland,https://resources.premierleague.com/premierleague/flags/CH.png,15/04/1992,https://resources.premierleague.com/premierleague/photos/players/250x250/p89076.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
James,Furlong,,Defender,178cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,07/06/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p440123.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Gabriel,Jesus,Arsenal,Forward,175cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,03/04/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p205651.png,17,,,19,,,11,7,6,5,,,,,,,,,,3,362,21.29,4,6,,,,5,0,22,11,4,2,1,1,2,0.24,0,0,41,16,39%,6,,,,,,,,
Gabriel,Magalhães,Arsenal,Defender,190cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,19/12/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p226597.png,24,7,20,31,48%,2,4,22,56,37,1,90,109,63,1,57,37,1,0,0,"1,454",60.58,2,4,25%,2,56,2,0,20,1,4,4,0,0,0,,,,,,,,,,,,,,,
Gabriel,Martinelli,Arsenal,Forward,178cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,18/06/2001  (22),https://resources.premierleague.com/premierleague/photos/players/250x250/p444145.png,24,,,19,79%,,16,4,4,2,,79,86,130,34,13,26,,0,3,684,28.50,5,98,23%,3,21,1,0,17,8,5,0,5,0,1,0.21,0,0,45,15,33%,3,,,,,,,,
Cody,Gakpo,Liverpool,Forward,193cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,07/05/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p243298.png,24,,,17,,,10,8,7,5,,,,,,,,,,3,314,13.08,1,6,,,,0,0,22,6,5,1,2,2,0,0.21,0,0,39,16,41%,5,,,,,,,,
Conor,Gallagher,Chelsea,Midfielder,182cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/02/2000  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p232787.png,24,,,60,58%,,9,32,12,6,,150,135,127,22,16,19,,0,4,"1,268",52.83,6,43,30%,4,40,4,1,54,1,2,0,2,0,1,0.08,0,0,31,12,39%,2,,,,,,,,
Joe,Gardner,Nottingham Forest,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/06/2005  (18),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Alejandro,Garnacho,Manchester United,Forward,180cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,01/07/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/p493105.png,24,,,15,,,24,12,11,2,,,,,,,,,,3,519,21.63,5,43,,,,4,0,16,10,5,0,3,2,0,0.21,0,0,63,17,27%,3,,,,,,,,
James,Garner,Everton,Midfielder,186cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,13/03/2001  (22),https://resources.premierleague.com/premierleague/photos/players/250x250/p232928.png,25,,,66,52%,,5,37,37,13,,133,129,105,15,16,19,,0,1,777,31.08,5,82,24%,4,35,5,0,27,2,1,0,1,0,2,0.04,0,0,29,10,34%,1,,,,,,,,
Joe,Gauci,Aston Villa,Goalkeeper,194cm,Australia,https://resources.premierleague.com/premierleague/flags/AU.png,04/07/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,,Midfielder,186cm,Cote D’Ivoire,https://resources.premierleague.com/premierleague/flags/CI.png,25/09/1995,https://resources.premierleague.com/premierleague/photos/players/250x250/p160987.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Billy,Gee,Chelsea,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/07/2005  (18),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Saman,Ghoddos,Brentford,Forward,175cm,Iran,https://resources.premierleague.com/premierleague/flags/IR.png,06/09/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p205836.png,16,,,25,,,1,5,8,2,,,,,,,,,,0,352,22.00,1,41,,,,5,0,11,2,1,0,1,0,0,0.06,0,0,9,2,22%,0,,,,,,,,
Morgan,Gibbs-White,Nottingham Forest,Midfielder,171cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,27/01/2000  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p222531.png,25,,,28,68%,,19,10,13,7,,117,135,149,31,41,45,,0,4,800,32.00,7,130,27%,10,43,6,0,23,4,3,0,3,0,1,0.12,1,0,46,10,22%,2,,,,,,,,
Alexander,Gibson-Hammond,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/11/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Bryan,Gil,Sevilla,Forward,175cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,11/02/2001  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p436234.png,10,,,1,,,0,3,4,1,,,,,,,,,,0,129,12.90,0,9,,,,0,0,2,1,0,0,0,0,1,0.00,0,0,3,1,33%,1,,,,,,,,
Alex,Gilbert,,Forward,183cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,28/12/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p438659.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Alfie,Gilchrist,Chelsea,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/11/2003  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/p514280.png,5,0,1,1,0%,0,0,1,2,0,0,2,2,4,0,1,1,0,0,0,14,2.80,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ryan,Giles,,Defender,179cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/01/2000,https://resources.premierleague.com/premierleague/photos/players/250x250/p232351.png,11,0,14,8,75%,0,0,4,20,7,0,21,17,11,4,3,0,0,0,0,128,11.64,0,49,24%,0,2,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
Mark,Gillespie,Newcastle United,Goalkeeper,192cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,27/03/1992  (31),https://resources.premierleague.com/premierleague/photos/players/250x250/p81441.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Billy,Gilmour,Brighton &amp; Hove Albion,Midfielder,166cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,11/06/2001  (22),https://resources.premierleague.com/premierleague/photos/players/250x250/p243568.png,25,,,21,67%,,9,8,14,6,,112,63,74,6,11,17,,0,1,"1,776",71.04,3,26,31%,8,54,5,1,18,0,0,0,0,0,0,0.00,0,0,23,5,22%,0,,,,,,,,
