first_name,last_name,Club,Position,Height,Nationality,Flag,Date of Birth,Appearances,image_url,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Fábio,Silva,,Forward,185cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,19/07/2002,62,https://resources.premierleague.com/premierleague/photos/players/250x250/p449988.png,,,16,,,22,7,6,4,,,,,,,,,,3,534,8.61,2,7,,,,4,0,41,14,4,0,3,1,2,0.06,1,0,74,26,35%,10,,,,,,,,
Fábio,Vieira,Arsenal,Midfielder,170cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,30/05/2000  (23),30,https://resources.premierleague.com/premierleague/photos/players/250x250/p438098.png,,,9,67%,,7,6,3,1,,47,35,43,8,3,5,,0,4,368,12.27,5,33,24%,5,8,0,1,9,1,2,0,0,2,0,0.07,1,0,21,4,19%,0,,,,,,,,
Malachi,Fagan-Walcott,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,11/03/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p244853.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Romain,Faivre,Bournemouth,Midfielder,180cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,14/07/1998  (25),3,https://resources.premierleague.com/premierleague/photos/players/250x250/p441240.png,,,1,100%,,1,0,0,0,,1,4,7,1,0,0,,0,0,12,4.00,0,2,0%,0,0,1,0,1,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Ansu,Fati,Brighton &amp; Hove Albion,Forward,178cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,31/10/2002  (21),13,https://resources.premierleague.com/premierleague/photos/players/250x250/p465607.png,,,3,,,8,2,2,1,,,,,,,,,,0,141,10.85,1,1,,,,1,0,4,1,2,0,1,1,0,0.15,0,0,18,8,44%,4,,,,,,,,
Josh,Feeney,,Defender,193cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/05/2005,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p536110.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
,Felipe,Nottingham Forest,Defender,190cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,16/05/1989  (34),21,https://resources.premierleague.com/premierleague/photos/players/250x250/p116404.png,1,40,51,57%,1,6,37,94,46,1,127,136,85,15,58,34,0,0,1,705,33.57,2,2,0%,0,39,6,0,23,4,0,0,0,0,1,,,,,,,,,,,,,,,
Evan,Ferguson,Brighton &amp; Hove Albion,Forward,183cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,19/10/2004  (19),44,https://resources.premierleague.com/premierleague/photos/players/250x250/p487117.png,,,19,,,11,4,12,8,,,,,,,,,,2,487,11.07,1,3,,,,2,0,30,9,12,1,8,3,5,0.27,0,0,66,36,55%,7,,,,,,,,
Enzo,Fernández,Chelsea,Midfielder,178cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,17/01/2001  (23),40,https://resources.premierleague.com/premierleague/photos/players/250x250/p448047.png,,,86,52%,,15,31,32,12,,208,198,182,36,23,23,,0,2,"2,761",69.03,7,54,17%,26,230,9,0,38,3,3,1,2,0,2,0.07,1,0,57,17,30%,6,,,,,,,,
Will,Fish,,Defender,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,17/02/2003,1,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
John,Fleck,,Midfielder,170cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,24/08/1991,65,https://resources.premierleague.com/premierleague/photos/players/250x250/p47247.png,,,88,66%,,18,52,32,12,,330,241,289,74,28,52,,0,4,"2,178",33.51,8,245,22%,6,78,13,0,60,1,5,0,1,4,1,0.08,0,0,48,16,33%,2,,,,,,,,
Mark,Flekken,Brentford,Goalkeeper,195cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,13/06/1993  (30),24,https://resources.premierleague.com/premierleague/photos/players/250x250/p118342.png,4,42,,,,,,,,,,,,,,,0,0,1,946,39.42,,,,,186,3,0,2,,0,,,,,,,,,,,,79,0,17,20,1,9,86,183
Phil,Foden,Manchester City,Midfielder,171cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/05/2000  (23),155,https://resources.premierleague.com/premierleague/photos/players/250x250/p209244.png,,,98,60%,,82,49,40,18,,396,490,497,187,58,121,,0,25,"4,712",30.40,34,387,26%,32,101,3,0,64,27,44,2,10,32,9,0.28,0,0,270,115,43%,22,,,,,,,,
Wes,Foderingham,Sheffield United,Goalkeeper,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,14/01/1991  (33),25,https://resources.premierleague.com/premierleague/photos/players/250x250/p82143.png,1,63,,,,,,,,,,,,,,,1,5,0,781,31.24,,,,,187,2,0,1,,0,,,,,,,,,,,,108,0,8,16,4,22,83,214
David,Datro Fofana,Burnley,Forward,181cm,Cote D’Ivoire,https://resources.premierleague.com/premierleague/flags/CI.png,22/12/2002  (21),8,https://resources.premierleague.com/premierleague/photos/players/250x250/p520295.png,,,5,,,1,0,0,0,,,,,,,,,,1,51,6.38,2,1,,,,1,0,9,7,2,1,1,0,0,0.25,0,0,9,5,56%,2,,,,,,,,
Michael,Forbes,,Defender,,Northern Ireland,https://resources.premierleague.com/premierleague/flags/GB-NIR.png,29/04/2004,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tyrese,Fornah,,Midfielder,,Sierra Leone,https://resources.premierleague.com/premierleague/flags/SL.png,11/09/1999,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Pablo,Fornals,,Midfielder,178cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,22/02/1996,152,https://resources.premierleague.com/premierleague/photos/players/250x250/p217593.png,,,184,56%,,46,108,42,14,,656,412,622,85,70,152,,0,13,"4,119",27.10,20,260,16%,25,190,10,0,85,22,16,0,11,5,6,0.11,0,0,163,49,30%,12,,,,,,,,
Omari,Forson,Manchester United,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,20/07/2004  (19),2,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,1,0,0,0,,2,0,3,0,0,2,,0,1,23,11.50,1,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Fraser,Forster,Tottenham Hotspur,Goalkeeper,201cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,17/03/1988  (35),148,https://resources.premierleague.com/premierleague/photos/players/250x250/p40383.png,45,189,,,,,,,,,,,,,,,0,8,0,"3,579",24.18,,,,,976,6,0,1,,0,,,,,,,,,,,,379,4,57,106,25,47,465,"1,099"
Lyle,Foster,Burnley,Forward,185cm,South Africa,https://resources.premierleague.com/premierleague/flags/ZA.png,03/09/2000  (23),14,https://resources.premierleague.com/premierleague/photos/players/250x250/p435973.png,,,15,,,3,2,18,13,,,,,,,,,,3,248,17.71,1,3,,,,0,1,17,12,4,0,2,2,0,0.29,0,0,20,9,45%,2,,,,,,,,
Tariqe,Fosu-Henry,,Midfielder,180cm,Ghana,https://resources.premierleague.com/premierleague/flags/GH.png,05/11/1995,1,https://resources.premierleague.com/premierleague/photos/players/250x250/p154138.png,,,0,0%,,0,0,0,0,,1,1,1,0,0,1,,0,0,6,6.00,0,1,100%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,1,1,100%,0,,,,,,,,
Denis,Franchi,,Goalkeeper,189cm,Italy,https://resources.premierleague.com/premierleague/flags/IT.png,22/10/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p493347.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Aidan,Francis-Clarke,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,13/09/2005,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tyrese,Francois,,Midfielder,173cm,Australia,https://resources.premierleague.com/premierleague/flags/AU.png,16/07/2000,2,https://resources.premierleague.com/premierleague/photos/players/250x250/p432931.png,,,0,0%,,0,0,1,0,,1,0,2,0,0,1,,0,0,15,7.50,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ryan,Fraser,,Midfielder,163cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,24/02/1994,173,https://resources.premierleague.com/premierleague/photos/players/250x250/p90105.png,,,73,59%,,52,81,95,41,,517,449,456,71,42,142,,0,31,"4,201",24.28,48,910,24%,17,109,11,1,58,17,18,0,14,4,2,0.10,0,1,175,76,43%,9,,,,,,,,
Melkamu,Frauendorf,,Midfielder,,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,12/01/2004,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
,Fred,,Midfielder,169cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,05/03/1993,139,https://resources.premierleague.com/premierleague/photos/players/250x250/p101582.png,,,280,52%,,36,150,89,23,,891,570,643,107,47,70,,1,7,"6,348",45.67,16,102,22%,29,360,26,0,176,4,8,0,2,6,4,0.06,0,0,123,33,27%,5,,,,,,,,
Ryan,Fredericks,Bournemouth,Defender,181cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/10/1992  (31),75,https://resources.premierleague.com/premierleague/photos/players/250x250/p81012.png,10,81,134,66%,1,6,53,153,81,2,218,275,225,29,72,74,0,1,4,"1,800",24.00,5,126,22%,1,51,16,0,51,2,2,0,2,0,0,,,,,,,,,,,,,,,
Benjamin,Fredrick,Brentford,Defender,,Nigeria,https://resources.premierleague.com/premierleague/flags/NG.png,28/05/2005  (18),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Luke,Freeman,,Midfielder,181cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,22/03/1992,11,https://resources.premierleague.com/premierleague/photos/players/250x250/p49083.png,,,6,67%,,2,10,5,3,,20,23,35,8,4,6,,0,0,133,12.09,0,15,40%,1,2,2,0,6,0,0,0,0,0,0,0.00,0,0,3,0,0%,0,,,,,,,,
Remo,Freuler,,Midfielder,181cm,Switzerland,https://resources.premierleague.com/premierleague/flags/CH.png,15/04/1992,28,https://resources.premierleague.com/premierleague/photos/players/250x250/p89076.png,,,44,55%,,3,29,41,14,,137,91,79,8,27,20,,0,0,828,29.57,0,4,50%,0,22,4,0,24,0,0,0,0,0,0,0.00,0,0,8,1,13%,0,,,,,,,,
James,Furlong,,Defender,178cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,07/06/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p440123.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Gabriel,Jesus,Arsenal,Forward,175cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,03/04/1997  (26),202,https://resources.premierleague.com/premierleague/photos/players/250x250/p205651.png,,,142,,,111,72,46,34,,,,,,,,,,38,"4,306",21.32,38,66,,,,26,0,197,110,73,16,37,20,14,0.36,4,0,461,208,45%,92,,,,,,,,
Gabriel,Magalhães,Arsenal,Defender,190cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,19/12/1997  (26),120,https://resources.premierleague.com/premierleague/photos/players/250x250/p226597.png,39,124,154,58%,10,19,93,358,210,2,577,559,331,12,269,195,1,4,0,"7,438",61.98,3,12,17%,7,280,15,2,91,3,14,9,1,3,1,,,,,,,,,,,,,,,
Gabriel,Martinelli,Arsenal,Forward,178cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,18/06/2001  (22),117,https://resources.premierleague.com/premierleague/photos/players/250x250/p444145.png,,,104,65%,,57,44,34,18,,324,415,646,161,61,187,,0,15,"2,447",20.91,24,319,18%,18,76,6,1,98,29,31,3,23,5,7,0.26,1,0,208,76,37%,20,,,,,,,,
Cody,Gakpo,Liverpool,Forward,193cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,07/05/1999  (24),45,https://resources.premierleague.com/premierleague/photos/players/250x250/p243298.png,,,43,,,22,12,9,7,,,,,,,,,,5,685,15.22,5,23,,,,0,0,48,14,12,1,6,5,0,0.27,0,0,78,29,37%,11,,,,,,,,
Conor,Gallagher,Chelsea,Midfielder,182cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/02/2000  (24),123,https://resources.premierleague.com/premierleague/photos/players/250x250/p232787.png,,,255,57%,,40,111,76,33,,615,654,707,119,81,122,,0,10,"4,016",32.65,17,286,25%,8,147,34,2,197,5,15,1,13,1,5,0.12,0,0,140,52,37%,9,,,,,,,,
Joe,Gardner,Nottingham Forest,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/06/2005  (18),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Alejandro,Garnacho,Manchester United,Forward,180cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,01/07/2004  (19),45,https://resources.premierleague.com/premierleague/photos/players/250x250/p493105.png,,,20,,,31,17,13,2,,,,,,,,,,5,707,15.71,7,45,,,,7,0,25,13,8,0,5,3,3,0.18,0,0,87,27,31%,7,,,,,,,,
James,Garner,Everton,Midfielder,186cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,13/03/2001  (22),43,https://resources.premierleague.com/premierleague/photos/players/250x250/p232928.png,,,82,57%,,8,49,51,17,,203,175,150,22,28,30,,0,2,"1,090",25.35,5,119,21%,4,45,8,0,43,3,1,0,1,0,2,0.02,0,0,38,13,34%,2,,,,,,,,
Joe,Gauci,Aston Villa,Goalkeeper,194cm,Australia,https://resources.premierleague.com/premierleague/flags/AU.png,04/07/2000  (23),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jean-Philippe,Gbamin,,Midfielder,186cm,Cote D’Ivoire,https://resources.premierleague.com/premierleague/flags/CI.png,25/09/1995,6,https://resources.premierleague.com/premierleague/photos/players/250x250/p160987.png,,,6,67%,,0,2,6,4,,14,17,17,4,4,2,,0,0,101,16.83,0,0,0%,0,2,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Saman,Ghoddos,Brentford,Forward,175cm,Iran,https://resources.premierleague.com/premierleague/flags/IR.png,06/09/1993  (30),48,https://resources.premierleague.com/premierleague/photos/players/250x250/p205836.png,,,44,,,6,12,20,8,,,,,,,,,,1,611,12.73,4,69,,,,7,0,26,2,2,0,2,0,0,0.04,0,0,18,6,33%,1,,,,,,,,
Morgan,Gibbs-White,Nottingham Forest,Midfielder,171cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,27/01/2000  (24),108,https://resources.premierleague.com/premierleague/photos/players/250x250/p222531.png,,,72,63%,,42,30,25,12,,355,374,501,102,118,189,,0,13,"2,407",22.29,18,331,24%,31,116,15,0,75,13,9,0,9,0,3,0.08,3,0,130,38,29%,10,,,,,,,,
Alexander,Gibson-Hammond,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/11/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Bryan,Gil,Sevilla,Forward,175cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,11/02/2001  (23),23,https://resources.premierleague.com/premierleague/photos/players/250x250/p436234.png,,,7,,,1,4,5,2,,,,,,,,,,1,242,10.52,0,17,,,,1,0,5,2,0,0,0,0,1,0.00,0,0,6,3,50%,1,,,,,,,,
Alex,Gilbert,,Forward,183cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,28/12/2001,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p438659.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Alfie,Gilchrist,Chelsea,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/11/2003  (20),5,https://resources.premierleague.com/premierleague/photos/players/250x250/p514280.png,0,1,1,0%,0,0,1,2,0,0,2,2,4,0,1,1,0,0,0,14,2.80,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ryan,Giles,,Defender,179cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/01/2000,11,https://resources.premierleague.com/premierleague/photos/players/250x250/p232351.png,0,14,8,75%,0,0,4,20,7,0,21,17,11,4,3,0,0,0,0,128,11.64,0,49,24%,0,2,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
Mark,Gillespie,Newcastle United,Goalkeeper,192cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,27/03/1992  (31),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p81441.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Billy,Gilmour,Brighton &amp; Hove Albion,Midfielder,166cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,11/06/2001  (22),74,https://resources.premierleague.com/premierleague/photos/players/250x250/p243568.png,,,76,54%,,22,37,51,20,,297,187,230,26,33,49,,0,3,"3,712",50.16,5,129,33%,13,167,8,1,59,1,0,0,0,0,1,0.00,0,0,49,9,18%,0,,,,,,,,
Ben,Godfrey,Everton,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,15/01/1998  (26),104,https://resources.premierleague.com/premierleague/photos/players/250x250/p198826.png,20,158,160,63%,2,13,87,401,216,1,443,422,311,33,185,150,2,2,3,"3,957",38.05,2,34,26%,2,167,17,1,62,7,0,0,0,0,2,,,,,,,,,,,,,,,
Martial,Godo,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,14/03/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Michael,Golding,Chelsea,Midfielder,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/05/2006  (17),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joe,Gomez,Liverpool,Defender,188cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/05/1997  (26),130,https://resources.premierleague.com/premierleague/photos/players/250x250/p171287.png,45,89,185,71%,1,9,143,280,132,0,646,539,426,62,238,180,0,1,5,"7,265",55.88,4,120,20%,6,352,24,0,101,2,0,0,0,0,0,,,,,,,,,,,,,,,
Gonçalo,Guedes,,Forward,179cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,29/11/1996,13,https://resources.premierleague.com/premierleague/photos/players/250x250/p181284.png,,,8,,,6,1,2,0,,,,,,,,,,1,172,13.23,1,27,,,,1,0,11,5,1,0,1,0,0,0.08,0,0,19,6,32%,0,,,,,,,,
Enso,González,Wolverhampton Wanderers,Forward,169cm,Paraguay,https://resources.premierleague.com/premierleague/flags/PY.png,20/01/2005  (19),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p593001.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Charlie,Goode,,Defender,196cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,03/08/1995,6,https://resources.premierleague.com/premierleague/photos/players/250x250/p213687.png,1,6,7,71%,0,0,2,8,2,0,30,34,16,5,15,8,0,0,0,230,38.33,1,6,33%,0,16,3,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,
Owen,Goodman,,Goalkeeper,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,27/11/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
John-Kymani,Gordon,,Forward,181cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,13/02/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p461382.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Daniel,Gore,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/09/2004,1,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,1,100%,,0,1,0,0,,0,2,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
True,Grant,Manchester City,Goalkeeper,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/11/2005  (18),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Ryan,Gravenberch,Liverpool,Midfielder,190cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,16/05/2002  (21),19,https://resources.premierleague.com/premierleague/photos/players/250x250/p441266.png,,,20,45%,,5,11,11,3,,63,55,68,15,8,10,,0,0,366,19.26,1,0,0%,1,5,0,0,15,0,0,0,0,0,1,0.00,0,0,15,6,40%,1,,,,,,,,
Demarai,Gray,,Forward,180cm,Jamaica,https://resources.premierleague.com/premierleague/flags/JM.png,28/06/1996,200,https://resources.premierleague.com/premierleague/photos/players/250x250/p172632.png,,,140,,,92,67,67,16,,,,,,,,,,14,"3,220",16.10,24,567,,,,13,0,73,28,19,0,14,4,3,0.10,2,0,263,88,33%,14,,,,,,,,
Ivo,Grbic,Sheffield United,Goalkeeper,195cm,Croatia,https://resources.premierleague.com/premierleague/flags/HR.png,18/01/1996  (28),2,https://resources.premierleague.com/premierleague/photos/players/250x250/p173268.png,0,3,,,,,,,,,,,,,,,0,0,0,50,25.00,,,,,11,0,0,0,,0,,,,,,,,,,,,1,0,2,4,0,1,9,21
Jack,Grealish,Manchester City,Midfielder,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/09/1995  (28),164,https://resources.premierleague.com/premierleague/photos/players/250x250/p114283.png,,,131,66%,,95,75,37,14,,617,988,692,284,85,119,,1,27,"5,328",32.49,46,370,23%,14,173,28,0,134,23,26,2,18,6,6,0.16,0,0,254,88,35%,18,,,,,,,,
Ben,Greenwood,,Defender,170cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,20/02/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
